"Includes Amazon Marketplace, Fulfilment by Amazon (FBA), and Amazon Webstore transactions",,,,,,,,,,,,,,,,,,,,,,,,,,
"All amounts in GBP, unless specified",,,,,,,,,,,,,,,,,,,,,,,,,,
Definitions:,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sales tax collected: Includes sales tax collected from buyers for product sales, delivery, and gift wrap.",,,,,,,,,,,,,,,,,,,,,,,,,,
Selling fees: Includes variable closing fees and referral fees.,,,,,,,,,,,,,,,,,,,,,,,,,,
"Other transaction fees: Includes delivery chargebacks, delivery holdbacks.",,,,,,,,,,,,,,,,,,,,,,,,,,
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID.",,,,,,,,,,,,,,,,,,,,,,,,,,
date/time,settlement id,type,order id,sku,description,quantity,marketplace,fulfilment,order city,order state,order postal,tax collection model,product sales,product sales tax,postage credits,shipping credits tax,gift wrap credits,giftwrap credits tax,promotional rebates,promotional rebates tax,marketplace withheld tax,selling fees,fba fees,other transaction fees,other,total
1 Mar 2024 00:29:40 UTC,21671821382,Order,203-3841336-5614721,7470I5RNW,"Dell Latitude E7470 14 Inch Laptop Black - Intel Core i5 2.4GHz, 16GB RAM, 256GB SSD, Intel HD Graphics 520, Windows 10 Pro (Renewed)",1,amazon.co.uk,Amazon,HODDESDON,,EN11 0AA,,166.62,33.33,0,0,0,0,0,0,0,-14.28,-6.96,0,0,178.71
1 Mar 2024 01:16:09 UTC,21671821382,Order,204-8394422-0069941,HE-ITBU-GM7D,Dell WD19 USB-C Dock with 130W Power Adapter (Renewed),1,amazon.co.uk,Amazon,Derby,England,DE74 2BB,,82.49,16.5,0,0,0,0,0,0,0,-15.15,-3.9,0,0,79.94
1 Mar 2024 01:17:55 UTC,21671821382,Order,204-8621004-7237163,HE-ITBU-GM7D,Dell WD19 USB-C Dock with 130W Power Adapter (Renewed),1,amazon.co.uk,Amazon,Derby,England,DE74 2BB,,82.49,16.5,0,0,0,0,0,0,0,-15.15,-3.9,0,0,79.94
1 Mar 2024 01:37:53 UTC,21671821382,Order,026-5974279-5226703,SE-73J1-A9FK,"Lenovo ThinkPad T470 Ultrabook - 14"" Full HD (1920x1080) Core i5-6300U 8GB 256GB SSD HDMI USB-C WebCam WiFi Windows 10 Professional 64-bit PC Laptop (",1,amazon.co.uk,Amazon,ASH,KENT,TN15 7HX,,191.66,38.33,0,0,0,0,0,0,0,-16.42,-6.96,0,0,206.61
1 Mar 2024 02:00:18 UTC,21671821382,Order,202-6020532-9723546,p2417hrnwd,"Dell P2417H 24"" Full HD IPS 60Hz LED Monitor - Black (DP, HDMI, VGA) (Renewed)",1,amazon.co.uk,Amazon,HUNTINGDON,,PE26 2UA,,92.59,18.52,0,0,0,0,0,0,0,-7.93,-7.83,0,0,95.35
1 Mar 2024 02:50:34 UTC,21671821382,Order,026-4248892-3110722,HE-ITBU-GM7D,Dell WD19 USB-C Dock with 130W Power Adapter (Renewed),1,amazon.co.uk,Amazon,WEDMORE,,BS28 4AB,,82.49,16.5,0,0,0,0,0,0,0,-15.15,-3.9,0,0,79.94
1 Mar 2024 02:56:12 UTC,21671821382,Order,205-4013217-8573137,MY-0IHR-ICWL,"Dell D3100 Docking Station 3, 0 Ultra HD Triple Video, 452-Bbot (Ultra HD Triple Video) (Renewed)",1,amazon.co.uk,Amazon,HONITON,Devon,EX14 2GE,,66.66,13.33,0,0,0,0,0,0,0,-12.24,-3.9,0,0,63.85
1 Mar 2024 04:02:48 UTC,21671821382,Order,202-1820919-6847515,WD22TB4NEW,DellDELL WD22TB4 Docking Thunderbolt Zwart (DELL-WD22TB4),1,amazon.co.uk,Amazon,Croydon,Surrey,CR0 1PE,,149.16,29.83,0,0,0,0,0,0,0,-21.75,-3.9,0,0,153.34
1 Mar 2024 04:06:06 UTC,21671821382,Order,203-5766897-8320350,WD22TB4NEW,DellDELL WD22TB4 Docking Thunderbolt Zwart (DELL-WD22TB4),1,amazon.co.uk,Amazon,WALTON ON THE NAZE,Essex,CO14 8TA,,149.16,29.83,0,0,0,0,0,0,0,-21.75,-3.9,0,0,153.34
1 Mar 2024 04:24:01 UTC,21671821382,Order,202-4232861-4156333,HE-ITBU-GM7D,Dell WD19 USB-C Dock with 130W Power Adapter (Renewed),3,amazon.co.uk,Amazon,GLOUCESTER,,GL2 2DY,,247.47,49.5,0,0,0,0,0,0,0,-90.9,-11.7,0,0,194.37
1 Mar 2024 04:24:01 UTC,21671821382,Order,202-4232861-4156333,HE-ITBU-GM7D,Dell WD19 USB-C Dock with 130W Power Adapter (Renewed),3,amazon.co.uk,Amazon,GLOUCESTER,,GL2 2DY,,247.47,49.5,0,0,0,0,0,0,0,0,-11.7,0,0,285.27
1 Mar 2024 04:44:28 UTC,21671821382,Order,202-5179282-1565124,ZD-Z7S8-4ZA1,"Dell D6000 Usb-C Triple Docking Station, Up To Three 4K Displays Via Usb-C, Uhd 5K, Usb 3.0, Gigabit Ethernet, 130-Watt Ac Adapter, Charges Up To 65W",1,amazon.co.uk,Amazon,LONDON,,SW7 4EF,,77.49,15.5,0,0,0,0,0,0,0,-14.23,-3.9,0,0,74.86
1 Mar 2024 04:57:21 UTC,21671821382,Order,206-4099899-9230763,6M-TE6C-S0GY,"HP EliteBook 840 G3 14 FullHD Laptop - Core i5 6300U, 16GB DDR4, 512GB TLC 3D NAND SSD, Wireless 11ac & Bluetooth 4.2, Windows 10 Pro "" UK Keyboard La",1,amazon.co.uk,Amazon,CHIPPENHAM,,SN14 0LS,,216.66,43.33,0,0,0,0,0,0,0,-18.56,-6.99,0,0,234.44
1 Mar 2024 05:03:58 UTC,21671821382,Order,203-4094906-9605942,HE-ITBU-GM7D,Dell WD19 USB-C Dock with 130W Power Adapter (Renewed),1,amazon.co.uk,Amazon,Cork,Cork,T12 YT20,MarketplaceFacilitator,82.49,18.97,4.87,1.12,0,0,-4.87,-1.12,-18.97,-15.15,-3.9,0,0,63.44
1 Mar 2024 05:05:27 UTC,21671821382,Order,026-1843141-1790712,AB-SB5X-IQ85,Dell Dis 27 P2723D Professional WQHD IPS (2560x1440) Monitor (Renewed),1,amazon.co.uk,Amazon,OLNEY,,MK46 4JF,,146.66,29.33,1.87,0.37,0,0,-1.87,-0.37,0,-12.57,-10.24,0,0,153.18
1 Mar 2024 05:17:09 UTC,21671821382,Order,026-1843141-1790712,AB-SB5X-IQ85,Dell Dis 27 P2723D Professional WQHD IPS (2560x1440) Monitor (Renewed),1,amazon.co.uk,Amazon,OLNEY,,MK46 4JF,,146.66,29.33,1.87,0.38,0,0,-1.87,-0.38,0,-12.57,-10.24,0,0,153.18
