"Includes Amazon Marketplace, Fulfilment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in GBP, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, delivery, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes delivery chargebacks, delivery holdbacks."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","fulfilment","order city","order state","order postal","tax collection model","product sales","product sales tax","postage credits","shipping credits tax","gift wrap credits","giftwrap credits tax","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"1 Aug 2024 03:24:34 UTC","22631592742","Order","205-4176954-4485904","FV-JGJL-XDT8","Microsoft Surface Power Supply, 65 W","2","amazon.co.uk","Amazon","LONDON","","EC3A 7","","116.64","23.32","0","0","0","0","0","0","0","-21.42","-5.90","0","0","112.64"
"1 Aug 2024 03:35:25 UTC","22631592742","Order","026-6186012-4701952","73-I6VU-KVIH","Lenovo 40AF0135UK ThinkPad Hybrid USB-C with USB-A Dock - Docking station - USB-C - GigE - 135 Watt - GB - for ThinkPad L480 L580 T480s X1 Yoga X280 -","1","amazon.co.uk","Amazon","BARGOED","","CF81 8","","96.66","19.33","0","0","0","0","0","0","0","-16.60","-3.90","0","0","95.49"
"1 Aug 2024 03:35:25 UTC","22631592742","Order","026-6186012-4701952","73-I6VU-KVIH","Lenovo 40AF0135UK ThinkPad Hybrid USB-C with USB-A Dock - Docking station - USB-C - GigE - 135 Watt - GB - for ThinkPad L480 L580 T480s X1 Yoga X280 -","2","amazon.co.uk","Amazon","BARGOED","","CF81 8","","193.32","38.66","0","0","0","0","0","0","0","-33.20","-7.80","0","0","190.98"
"1 Aug 2024 03:54:39 UTC","22631592742","Order","206-4550355-5900367","MS1661RNW","Microsoft Surface Dock Station (2x HD Video ports, Gigabit Ethernet port, 4 x USB 3.0 ports, Audio port) (Renewed)","1","amazon.co.uk","Amazon","BLACKPOOL","","FY4 5","","37.49","7.50","0","0","0","0","0","0","0","-6.88","-3.90","0","0","34.21"
"1 Aug 2024 03:54:44 UTC","22631592742","Order","206-2407781-8073901","MS1661RNW","Microsoft Surface Dock Station (2x HD Video ports, Gigabit Ethernet port, 4 x USB 3.0 ports, Audio port) (Renewed)","3","amazon.co.uk","Amazon","BLACKPOOL","","FY4 5","","109.98","21.99","0","0","0","0","0","0","0","-20.19","-11.70","0","0","100.08"
"1 Aug 2024 04:06:07 UTC","22631592742","Order","202-3467630-1973123","BJ-QHL5-CLV6","Dell USB 3.0 Full HD Dual Video Docking Station Universal Dock D1000 (Renewed)","1","amazon.co.uk","Amazon","BURY","","BL8 1","","41.66","8.33","0","0","0","0","0","0","0","-9.18","-4.52","0","0","36.29"
"1 Aug 2024 04:06:48 UTC","22631592742","Order","203-5144081-7978738","BL-VW07-9TIM","Lenovo Essential Compact Wireless Mouse, Black, 4Y50R20864","1","amazon.co.uk","Amazon","OLDHAM","","OL2 5","","12.49","2.50","0","0","0","0","0","0","0","-2.75","-3.66","0","0","8.58"
"1 Aug 2024 04:13:59 UTC","22631592742","Order","026-0330059-0344364","NW-ZU92-KALJ","HP 125 WIRED MOUSE PERP","10","amazon.co.uk","Amazon","WARWICK","","CV34 6","","62.40","12.50","0","0","0","0","0","0","0","-13.80","-31.08","0","0","30.02"
"1 Aug 2024 04:18:39 UTC","22631592742","Order","202-8591597-4965904","ZD-Z7S8-4ZA1","Dell D6000 Usb-C Triple Docking Station, Up To Three 4K Displays Via Usb-C, Uhd 5K, Usb 3.0, Gigabit Ethernet, 130-Watt Ac Adapter, Charges Up To 65W","1","amazon.co.uk","Amazon","CAMBRIDGE","","CB23 3","","69.99","14.00","0","0","0","0","0","0","0","-15.42","-4.68","0","0","63.89"
"1 Aug 2024 04:18:39 UTC","22631592742","Order","202-8591597-4965904","ZD-Z7S8-4ZA1","Dell D6000 Usb-C Triple Docking Station, Up To Three 4K Displays Via Usb-C, Uhd 5K, Usb 3.0, Gigabit Ethernet, 130-Watt Ac Adapter, Charges Up To 65W","1","amazon.co.uk","Amazon","CAMBRIDGE","","CB23 3","","69.99","14.00","0","0","0","0","0","0","0","-15.42","-4.68","0","0","63.89"
"1 Aug 2024 04:18:39 UTC","22631592742","Order","026-5613379-9177135","MS116STKCL","Dell MS116 - Mouse - Optical - 2 Buttons - Wired - USB - Black - Retail - for Inspiron 17R 57XX, 17R 7720, Latitude D630, Optiplex 50XX, 5250, 90XX, X","2","amazon.co.uk","Amazon","AYLESBURY","","HP17 8","","18.32","3.66","0","0","0","0","0","0","0","-4.03","-7.08","0","0","10.87"
"1 Aug 2024 04:32:59 UTC","22631592742","Order","026-8044887-8369954","FV-JGJL-XDT8","Microsoft Surface Power Supply, 65 W","2","amazon.co.uk","Amazon","PONTYPOOL","","NP4 0","","116.64","23.32","0","0","0","0","0","0","0","-21.42","-5.90","0","0","112.64"
"1 Aug 2024 04:33:03 UTC","22631592742","Order","206-9414980-9314712","ZD-Z7S8-4ZA1","Dell D6000 Usb-C Triple Docking Station, Up To Three 4K Displays Via Usb-C, Uhd 5K, Usb 3.0, Gigabit Ethernet, 130-Watt Ac Adapter, Charges Up To 65W","1","amazon.co.uk","Amazon","BENFLEET","","SS7 2","","69.99","14.00","0","0","0","0","0","0","0","-12.85","-3.90","0","0","67.24"
"1 Aug 2024 04:40:29 UTC","22631592742","Order","202-9235883-5191565","ZD-Z7S8-4ZA1","Dell D6000 Usb-C Triple Docking Station, Up To Three 4K Displays Via Usb-C, Uhd 5K, Usb 3.0, Gigabit Ethernet, 130-Watt Ac Adapter, Charges Up To 65W","5","amazon.co.uk","Amazon","ST. IVES","","PE27 4","","349.95","70.00","0","0","0","0","0","0","0","-64.25","-19.50","0","0","336.20"
"1 Aug 2024 04:56:22 UTC","22631592742","Order","026-9391918-8853137","HE-ITBU-GM7D","Dell WD19 USB-C Dock with 130W Power Adapter (Renewed)","1","amazon.co.uk","Amazon","Manchester","Lancashire","M26 1","","70.79","14.16","0","0","0","0","0","0","0","-13.00","-4.00","0","0","67.95"
"1 Aug 2024 07:42:31 UTC","22631592742","Order","026-3112982-5778732","MS116STKCL","Dell MS116 - Mouse - Optical - 2 Buttons - Wired - USB - Black - Retail - for Inspiron 17R 57XX, 17R 7720, Latitude D630, Optiplex 50XX, 5250, 90XX, X","3","amazon.co.uk","Amazon","PONTYPOOL","","NP4 0","","27.48","5.49","0.69","0.15","0","0","-0.69","-0.15","0","-6.05","-10.62","0","0","16.30"
"1 Aug 2024 07:54:09 UTC","22631592742","Order","206-9653048-3313929","BL-VW07-9TIM","Lenovo Essential Compact Wireless Mouse, Black, 4Y50R20864","1","amazon.co.uk","Amazon","Guildford","","GU4 8","","12.49","2.50","0","0","0","0","0","0","0","-2.75","-3.66","0","0","8.58"
"1 Aug 2024 07:54:12 UTC","22631592742","Order","206-8853783-1407527","BL-VW07-9TIM","Lenovo Essential Compact Wireless Mouse, Black, 4Y50R20864","1","amazon.co.uk","Amazon","GUILDFORD","Surrey","GU1 2","","12.49","2.50","0","0","0","0","0","0","0","-2.75","-3.66","0","0","8.58"
"1 Aug 2024 08:14:12 UTC","22631592742","Order","204-0523680-0615545","HE-ITBU-GM7D","Dell WD19 USB-C Dock with 130W Power Adapter (Renewed)","1","amazon.co.uk","Amazon","Derby","England","DE74 2","","70.79","14.16","0","0","0","0","0","0","0","-15.60","-4.80","0","0","64.55"
"1 Aug 2024 08:58:35 UTC","22631592742","FBA Inventory Fee","","","Inbound Transportation Fee ","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-16.51","-16.51"
"1 Aug 2024 08:58:35 UTC","22631592742","FBA Inventory Fee","","","Inbound Transportation Program Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-1.32","-1.32"
"1 Aug 2024 09:36:52 UTC","22631592742","Order","203-9827501-2039517","MY-0IHR-ICWL","Dell D3100 Docking Station 3, 0 Ultra HD Triple Video, 452-Bbot (Ultra HD Triple Video) (Renewed)","1","amazon.co.uk","Amazon","LANCASTER","","LA1 5","","64.16","12.83","0","0","0","0","0","0","0","-11.78","-3.90","0","0","61.31"
"1 Aug 2024 10:24:55 UTC","22631592742","FBA Inventory Fee","","","Inbound Transportation Fee ","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-24.77","-24.77"
"1 Aug 2024 10:24:55 UTC","22631592742","FBA Inventory Fee","","","Inbound Transportation Program Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-1.98","-1.98"
"1 Aug 2024 11:18:27 UTC","22631592742","FBA Inventory Fee","","","Inbound Transportation Fee ","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-20.02","-20.02"
"1 Aug 2024 11:18:27 UTC","22631592742","FBA Inventory Fee","","","Inbound Transportation Program Fee","","Amazon.co.uk","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-1.60","-1.60"
"1 Aug 2024 13:01:41 UTC","22631592742","Order","203-1004022-9029127","BL-VW07-9TIM","Lenovo Essential Compact Wireless Mouse, Black, 4Y50R20864","4","amazon.co.uk","Amazon","LONDON","","W1K 2","","49.96","10.00","0","0","0","0","0","0","0","-10.99","-14.64","0","0","34.33"
"1 Aug 2024 13:07:46 UTC","22631592742","Order","202-7232361-8262756","7U-X2MJ-KHWY","DELL U2515H ADZG 25-Inch LCD Monitor, 350 cd/m2, 2560 x 1440 at 60 Hz, IPS, 8ms, HDMI/DP/Mini DP/USB (Renewed)","1","amazon.co.uk","Amazon","Newtown","","SY16 3","","95.82","19.17","0","0","0","0","0","0","0","-9.85","-10.58","0","0","94.56"
"1 Aug 2024 13:31:14 UTC","22631592742","Order","026-5832852-2879554","NW-ZU92-KALJ","HP 125 WIRED MOUSE PERP","1","amazon.co.uk","Amazon","BRADFORD","west yorkshire","BD14 6","","6.24","1.25","0","0","0","0","0","0","0","-1.38","-3.11","0","0","3.00"
"1 Aug 2024 13:31:46 UTC","22631592742","Order","206-2089456-1689910","ZD-Z7S8-4ZA1","Dell D6000 Usb-C Triple Docking Station, Up To Three 4K Displays Via Usb-C, Uhd 5K, Usb 3.0, Gigabit Ethernet, 130-Watt Ac Adapter, Charges Up To 65W","4","amazon.co.uk","Amazon","St Helier","Jersey","JE1 1","MarketplaceFacilitator","279.96","14.00","0","0","0","0","0","0","-14.00","-61.68","-15.60","0","0","202.68"
"1 Aug 2024 14:55:34 UTC","22631592742","Order","205-9274873-1953106","MS116STKCL","Dell MS116 - Mouse - Optical - 2 Buttons - Wired - USB - Black - Retail - for Inspiron 17R 57XX, 17R 7720, Latitude D630, Optiplex 50XX, 5250, 90XX, X","6","amazon.co.uk","Amazon","KENDAL","","LA9 6","","54.96","10.98","0","0","0","0","0","0","0","-10.08","-17.70","0","0","38.16"
"1 Aug 2024 15:36:47 UTC","22631592742","Order","206-4699558-5470701","ZD-Z7S8-4ZA1","Dell D6000 Usb-C Triple Docking Station, Up To Three 4K Displays Via Usb-C, Uhd 5K, Usb 3.0, Gigabit Ethernet, 130-Watt Ac Adapter, Charges Up To 65W","1","amazon.co.uk","Amazon","LONDON","","SE18 2","","69.99","14.00","0","0","0","0","0","0","0","-15.42","-4.68","0","0","63.89"
"1 Aug 2024 15:37:41 UTC","22631592742","Order","206-5538267-1931569","ZD-Z7S8-4ZA1","Dell D6000 Usb-C Triple Docking Station, Up To Three 4K Displays Via Usb-C, Uhd 5K, Usb 3.0, Gigabit Ethernet, 130-Watt Ac Adapter, Charges Up To 65W","1","amazon.co.uk","Amazon","LONDON","","SE4 2","","69.99","14.00","0","0","0","0","0","0","0","-15.42","-4.68","0","0","63.89"
"1 Aug 2024 15:54:35 UTC","22631592742","Order","206-2258649-7145146","ZD-Z7S8-4ZA1","Dell D6000 Usb-C Triple Docking Station, Up To Three 4K Displays Via Usb-C, Uhd 5K, Usb 3.0, Gigabit Ethernet, 130-Watt Ac Adapter, Charges Up To 65W","1","amazon.co.uk","Amazon","MARLOW","","SL7 1","","69.99","14.00","0","0","0","0","0","0","0","-15.42","-4.68","0","0","63.89"
"1 Aug 2024 16:29:59 UTC","22631592742","Order","206-8014750-8445925","HE-ITBU-GM7D","Dell WD19 USB-C Dock with 130W Power Adapter (Renewed)","1","amazon.co.uk","Amazon","REYDON","","IP18 6","","70.79","14.16","0","0","0","0","0","0","0","-13.00","-4.00","0","0","67.95"
"1 Aug 2024 16:29:59 UTC","22631592742","Order","206-8014750-8445925","HE-ITBU-GM7D","Dell WD19 USB-C Dock with 130W Power Adapter (Renewed)","1","amazon.co.uk","Amazon","REYDON","","IP18 6","","70.79","14.16","0","0","0","0","0","0","0","-13.00","-4.00","0","0","67.95"
"1 Aug 2024 16:34:55 UTC","22631592742","Order","204-9601538-7647551","p2417hrnwd","Dell P2417H 24"" Full HD IPS 60Hz LED Monitor - Black (DP, HDMI, VGA) (Renewed)","1","amazon.co.uk","Amazon","MACCLESFIELD","","SK11 8","","92.59","18.52","0","0","0","0","0","0","0","-9.52","-9.40","0","0","92.19"
"1 Aug 2024 16:53:09 UTC","22631592742","Order","203-6120427-8386716","MS116STKCL","Dell MS116 - Mouse - Optical - 2 Buttons - Wired - USB - Black - Retail - for Inspiron 17R 57XX, 17R 7720, Latitude D630, Optiplex 50XX, 5250, 90XX, X","2","amazon.co.uk","Amazon","LOANHEAD","","EH20 9","","18.32","3.66","0","0","0","0","0","0","0","-4.03","-7.08","0","0","10.87"
"1 Aug 2024 19:01:11 UTC","22631592742","Order","205-5838175-8425139","73-I6VU-KVIH","Lenovo 40AF0135UK ThinkPad Hybrid USB-C with USB-A Dock - Docking station - USB-C - GigE - 135 Watt - GB - for ThinkPad L480 L580 T480s X1 Yoga X280 -","1","amazon.co.uk","Amazon","Kilmarnock","","KA2 0","","96.66","19.33","2.07","0.42","0","0","0","0","0","-19.92","-7.17","0","0","91.39"
"1 Aug 2024 19:01:37 UTC","22631592742","Order","204-2657011-7823518","73-I6VU-KVIH","Lenovo 40AF0135UK ThinkPad Hybrid USB-C with USB-A Dock - Docking station - USB-C - GigE - 135 Watt - GB - for ThinkPad L480 L580 T480s X1 Yoga X280 -","3","amazon.co.uk","Amazon","GLASGOW","","G74 4","","289.98","57.99","1.78","0.36","0","0","0","0","0","-59.76","-16.18","0","0","274.17"
"1 Aug 2024 19:01:46 UTC","22631592742","Order","206-4666246-1713946","ZD-Z7S8-4ZA1","Dell D6000 Usb-C Triple Docking Station, Up To Three 4K Displays Via Usb-C, Uhd 5K, Usb 3.0, Gigabit Ethernet, 130-Watt Ac Adapter, Charges Up To 65W","1","amazon.co.uk","Amazon","GLASGOW","","G74 5","","69.99","14.00","0","0","0","0","0","0","0","-15.42","-4.68","0","0","63.89"
"1 Aug 2024 19:56:56 UTC","22631592742","Order","205-7504225-7940318","2N-LAZ5-G7ZH","HP EliteBook 830 G5 13.3 FullHD Laptop "" Core i5-8250U (4 Cores, 3.40 GHz), 16GB DDR4, 1TB SSD, Intel UHD Graphics 620, WiFi 11ac & BT 4.2, Windows 10","1","amazon.co.uk","Amazon","SPALDING","Lincs","PE12 0","","266.66","53.33","0","0","0","0","0","0","0","-27.42","-8.30","0","0","284.27"
"1 Aug 2024 20:03:55 UTC","22631592742","Order","204-6165485-9717156","ZD-Z7S8-4ZA1","Dell D6000 Usb-C Triple Docking Station, Up To Three 4K Displays Via Usb-C, Uhd 5K, Usb 3.0, Gigabit Ethernet, 130-Watt Ac Adapter, Charges Up To 65W","1","amazon.co.uk","Amazon","LONDON","","N17 9","","69.99","14.00","0","0","0","0","0","0","0","-15.42","-4.68","0","0","63.89"
